remoteip,total_access,total_kb,cpu_load,uptime,reqpersec,bytespersec,bytesperrec,busy,idle,timestamp1,date,b,i,w,r,s,g,i,d,k,l,presentstatus,Downtime
localhost,348,200,0.117857,560,0.621429,365.714,588.506,3,6,1356791529,1010821,3,9,0,0,0,0,0,0,0,0,1,0
localhost,350,201,0.117438,562,0.622776,366.235,588.069,3,6,1356791531,1010823,3,9,0,0,0,0,0,0,0,0,1,0
localhost,352,203,0.118794,564,0.624113,368.567,590.545,3,6,1356791531,1010825,3,9,0,0,0,0,0,0,0,0,1,0
localhost,354,204,0.118794,564,0.62766,370.383,590.102,3,6,1356791533,1010825,3,9,0,0,0,0,0,0,0,0,1,0
localhost,356,205,0.118375,566,0.628975,370.883,589.663,3,6,1356791536,1010825,3,9,0,0,0,0,0,0,0,0,1,0
localhost,358,206,0.117958,568,0.630282,371.38,589.229,3,6,1356791538,1010825,3,9,0,0,0,0,0,0,0,0,1,0
localhost,360,207,0.117338,571,0.630473,371.222,588.8,3,6,1356791541,1010825,3,9,0,0,0,0,0,0,0,0,1,0
localhost,362,208,0.116928,573,0.631763,371.714,588.376,3,6,1356791543,1010825,3,9,0,0,0,0,0,0,0,0,1,0
localhost,364,210,0.118261,575,0.633043,373.983,590.769,3,6,1356791545,1010830,3,9,0,0,0,0,0,0,0,0,1,0
localhost,366,211,0.119377,578,0.633218,373.813,590.339,3,6,1356791547,1010830,3,9,0,0,0,0,0,0,0,0,1,0
localhost,368,212,0.118966,580,0.634483,374.29,589.913,3,6,1356791552,1010830,3,9,0,0,0,0,0,0,0,0,1,0
localhost,370,213,0.117949,585,0.632479,372.841,589.492,3,6,1356791552,1010830,3,9,0,0,0,0,0,0,0,0,1,0
localhost,371,213,0.117949,585,0.634188,372.841,587.903,4,5,1356791554,1010830,3,9,0,0,0,0,0,0,0,0,1,0
localhost,374,215,0.117547,587,0.637138,375.06,588.663,3,6,1356791557,1010830,3,9,0,0,0,0,0,0,0,0,1,0
localhost,376,216,0.117148,589,0.63837,375.525,588.255,3,6,1356791559,1010830,3,9,0,0,0,0,0,0,0,0,1,0
localhost,378,218,0.116751,591,0.639594,377.719,590.561,3,6,1356791561,1010830,3,9,0,0,0,0,0,0,0,0,1,0
localhost,380,219,0.116162,594,0.639731,377.535,590.147,3,6,1356791564,1010830,3,9,0,0,0,0,0,0,0,0,1,0
localhost,382,220,0.115772,596,0.64094,377.987,589.738,3,6,1356791566,1010835,3,9,0,0,0,0,0,0,0,0,1,0
localhost,384,221,0.115385,598,0.64214,378.435,589.333,3,6,1356791568,1010835,3,9,0,0,0,0,0,0,0,0,1,0
localhost,386,222,0.116667,600,0.643333,378.88,588.933,3,6,1356791568,1010835,3,9,0,0,0,0,0,0,0,0,1,0
localhost,388,223,0.116667,600,0.646667,380.587,588.536,3,6,1356791569,1010835,3,9,0,0,0,0,0,0,0,0,1,0
localhost,390,225,0.11794,602,0.647841,382.724,590.769,3,6,1356791572,1010835,3,9,0,0,0,0,0,0,0,0,1,0
localhost,392,226,0.119205,604,0.649007,383.152,590.367,3,6,1356791574,1010835,3,9,0,0,0,0,0,0,0,0,1,0
localhost,394,227,0.118812,606,0.650165,383.578,589.97,3,6,1356791576,1010835,3,9,0,0,0,0,0,0,0,0,1,0
localhost,396,228,0.120066,608,0.651316,384,589.576,3,6,1356791578,1010835,3,9,0,0,0,0,0,0,0,0,1,0
localhost,398,229,0.119476,611,0.651391,383.791,589.186,3,6,1356791582,1010835,3,9,0,0,0,0,0,0,0,0,1,0
localhost,400,230,0.120521,614,0.651466,383.583,588.8,3,6,1356791584,1010838,3,9,0,0,0,0,0,0,0,0,1,0
localhost,402,232,0.121753,616,0.652597,385.662,590.965,3,6,1356791584,1010838,3,9,0,0,0,0,0,0,0,0,1,0
localhost,404,233,0.121753,616,0.655844,387.325,590.574,3,6,1356791586,1010840,3,9,0,0,0,0,0,0,0,0,1,0
localhost,406,234,0.122977,618,0.656958,387.728,590.187,3,6,1356791591,1010840,3,9,0,0,0,0,0,0,0,0,1,0
localhost,408,235,0.12199,623,0.654896,386.26,589.804,3,6,1356791591,1010840,3,9,0,0,0,0,0,0,0,0,1,0
localhost,410,236,0.12199,623,0.658106,387.904,589.424,3,6,1356791594,1010840,3,9,0,0,0,0,0,0,0,0,1,0
localhost,412,237,0.121212,627,0.657097,387.062,589.049,3,6,1356791598,1010840,3,9,0,0,0,0,0,0,0,0,1,0
localhost,414,239,0.122222,630,0.657143,388.47,591.15,3,6,1356791602,1010840,3,9,0,0,0,0,0,0,0,0,1,0
localhost,416,240,0.121451,634,0.656151,387.634,590.769,3,6,1356791605,1010845,3,9,0,0,0,0,0,0,0,0,1,0
localhost,418,241,0.122257,638,0.655172,386.809,590.392,3,6,1356791609,1010845,3,9,0,0,0,0,0,0,0,0,1,0
localhost,420,242,0.123245,641,0.655226,386.596,590.019,3,6,1356791609,1010845,3,9,0,0,0,0,0,0,0,0,1,0
localhost,422,243,0.122671,644,0.65528,386.385,589.649,3,6,1356791612,1010845,3,9,0,0,0,0,0,0,0,0,1,0
localhost,424,244,0.122481,645,0.657364,387.374,589.283,3,6,1356791616,1010845,3,9,0,0,0,0,0,0,0,0,1,0
localhost,426,245,0.121914,648,0.657407,387.16,588.92,3,6,1356791619,1010845,3,9,0,0,0,0,0,0,0,0,1,0
localhost,428,247,0.121352,651,0.65745,388.522,590.953,3,6,1356791622,1010845,3,9,0,0,0,0,0,0,0,0,1,0
localhost,430,248,0.120611,655,0.656489,387.713,590.586,3,6,1356791625,1010845,3,9,0,0,0,0,0,0,0,0,1,0
localhost,432,249,0.121581,658,0.656535,387.502,590.222,3,6,1356791629,1010845,3,9,0,0,0,0,0,0,0,0,1,0
localhost,434,250,0.122542,661,0.656581,387.292,589.862,3,6,1356791632,1010845,3,9,0,0,0,0,0,0,0,0,1,0
localhost,436,251,0.121805,665,0.655639,386.502,589.505,3,6,1356791633,1010845,3,9,0,0,0,0,0,0,0,0,1,0
localhost,438,252,0.121805,665,0.658647,388.042,589.151,3,6,1356791636,1010845,3,9,0,0,0,0,0,0,0,0,1,0
localhost,440,254,0.122571,669,0.657698,388.783,591.127,3,6,1356791639,1010845,3,9,0,0,0,0,0,0,0,0,1,0
localhost,442,255,0.122206,671,0.658718,389.151,590.769,3,6,1356791645,1010845,3,9,0,0,0,0,0,0,0,0,1,0
localhost,444,256,0.121123,677,0.655835,387.214,590.414,3,6,1356791645,1010846,3,9,0,0,0,0,0,0,0,0,1,0
localhost,446,257,0.120944,678,0.657817,388.153,590.063,3,6,1356791649,1010848,3,9,0,0,0,0,0,0,0,0,1,0
localhost,448,258,0.120411,681,0.657856,387.947,589.714,3,6,1356791652,1010850,3,9,0,0,0,0,0,0,0,0,1,0
localhost,450,259,0.119883,684,0.657895,387.743,589.369,3,6,1356791655,1010850,3,9,0,0,0,0,0,0,0,0,1,0
localhost,452,261,0.119186,688,0.656977,388.465,591.292,3,6,1356791658,1010850,3,9,0,0,0,0,0,0,0,0,1,0
localhost,454,262,0.120116,691,0.657019,388.26,590.943,3,6,1356791661,1010850,3,9,0,0,0,0,0,0,0,0,1,0
localhost,456,263,0.119597,694,0.657061,388.058,590.596,3,6,1356791664,1010850,3,9,0,0,0,0,0,0,0,0,1,0
localhost,458,264,0.120516,697,0.657102,387.857,590.253,3,6,1356791665,1010850,3,9,0,0,0,0,0,0,0,0,1,0
localhost,460,265,0.12,700,0.657143,387.657,589.913,3,6,1356791668,1010855,3,9,0,0,0,0,0,0,0,0,1,0
localhost,462,266,0.12,700,0.66,389.12,589.576,3,6,1356791670,1010855,3,9,0,0,0,0,0,0,0,0,1,0
localhost,464,268,0.119488,703,0.660028,390.373,591.448,3,6,1356791673,1010855,3,9,0,0,0,0,0,0,0,0,1,0
localhost,466,269,0.119149,705,0.660993,390.718,591.107,3,6,1356791676,1010900,3,9,0,0,0,0,0,0,0,0,1,0
localhost,468,270,0.120056,708,0.661017,390.508,590.769,3,6,1356791680,1010900,3,9,0,0,0,0,0,0,0,0,1,0
localhost,470,271,0.119382,712,0.660112,389.753,590.434,3,6,1356791683,1010900,3,9,0,0,0,0,0,0,0,0,1,0
localhost,472,272,0.118881,715,0.66014,389.55,590.102,3,6,1356791686,1010900,3,9,0,0,0,0,0,0,0,0,1,0
localhost,474,273,0.118384,718,0.660167,389.348,589.772,3,6,1356791689,1010900,3,4,0,0,0,6,0,0,0,0,1,0
localhost,476,274,0.119114,722,0.65928,388.609,589.445,3,6,1356791691,1010900,3,5,0,0,0,6,0,0,0,0,1,0
localhost,478,276,0.120166,724,0.660221,390.365,591.264,3,6,1356791694,1010900,3,5,0,0,0,6,0,0,0,0,1,0
localhost,480,277,0.119835,726,0.661157,390.7,590.933,3,6,1356791696,1010900,3,9,0,0,0,0,0,0,0,0,1,0
localhost,482,278,0.120879,728,0.662088,391.033,590.606,3,6,1356791696,1010900,3,9,0,0,0,0,0,0,0,0,1,0
localhost,484,279,0.120383,731,0.662107,390.829,590.281,3,6,1356791698,1010900,3,9,0,0,0,0,0,0,0,0,1,0
localhost,486,280,0.120383,731,0.664843,392.23,589.959,3,6,1356791701,1010900,3,9,0,0,0,0,0,0,0,0,1,0
localhost,488,281,0.120055,733,0.665757,392.557,589.639,3,6,1356791703,1010900,3,9,0,0,0,0,0,0,0,0,1,0
localhost,490,283,0.119728,735,0.666667,394.275,591.412,3,6,1356791705,1010900,3,9,0,0,0,0,0,0,0,0,1,0
localhost,492,284,0.119403,737,0.667571,394.594,591.089,3,6,1356791707,1010900,3,9,0,0,0,0,0,0,0,0,1,0
localhost,494,285,0.118919,740,0.667568,394.378,590.769,3,6,1356791709,1010900,3,9,0,0,0,0,0,0,0,0,1,0
localhost,496,286,0.119946,742,0.668464,394.695,590.452,3,6,1356791712,1010903,3,9,0,0,0,0,0,0,0,0,1,0
localhost,498,287,0.120968,744,0.669355,395.011,590.137,3,6,1356791712,1010903,3,9,0,0,0,0,0,0,0,0,1,0
localhost,500,288,0.122148,745,0.671141,395.855,589.824,3,6,1356791714,1010904,3,9,0,0,0,0,0,0,0,0,1,0
localhost,502,290,0.123159,747,0.672021,397.537,591.554,3,6,1356791716,1010905,3,9,0,0,0,0,0,0,0,0,1,0
localhost,504,291,0.124166,749,0.672897,397.842,591.238,3,6,1356791721,1010905,3,9,0,0,0,0,0,0,0,0,1,0
localhost,506,292,0.123506,753,0.671979,397.089,590.925,3,6,1356791721,1010905,3,9,0,0,0,0,0,0,0,0,1,0
localhost,508,293,0.124668,754,0.67374,397.92,590.614,3,6,1356791723,1010905,3,9,0,0,0,0,0,0,0,0,1,0
localhost,510,294,0.124339,756,0.674603,398.222,590.306,3,6,1356791725,1010905,3,9,0,0,0,0,0,0,0,0,1,0
localhost,512,295,0.124174,757,0.676354,399.049,590,3,6,1356791727,1010905,3,9,0,0,0,0,0,0,0,0,1,0
localhost,514,297,0.125165,759,0.677207,400.696,591.689,3,6,1356791728,1010905,3,9,0,0,0,0,0,0,0,0,1,0
localhost,516,298,0.12615,761,0.678055,400.988,591.38,3,6,1356791731,1010905,3,9,0,0,0,0,0,0,0,0,1,0
localhost,518,299,0.125819,763,0.678899,401.279,591.073,3,6,1356791733,1010908,1,4,0,0,0,0,0,0,0,0,1,0
localhost,520,300,0.125326,766,0.678851,401.044,590.769,3,6,1356791733,1010909,1,4,0,0,0,0,0,0,0,0,1,0
localhost,522,301,0.125326,766,0.681462,402.381,590.467,3,6,1356791736,1010910,0,0,0,0,0,0,0,0,0,0,1,0
localhost,524,302,0.125,768,0.682292,402.667,590.168,3,6,1356791738,1010910,0,0,0,0,0,0,0,0,0,0,1,0
localhost,526,304,0.127273,770,0.683117,404.281,591.817,3,6,1356791740,1010910,0,0,0,0,0,0,0,0,0,0,1,0
localhost,528,305,0.126943,772,0.683938,404.56,591.515,3,6,1356791742,1010910,1,9,0,0,0,0,0,0,0,0,1,0
localhost,530,306,0.126452,775,0.683871,404.315,591.215,3,6,1356791744,1010910,2,8,0,0,0,0,0,0,0,0,1,0
localhost,532,307,0.126289,776,0.685567,405.113,590.917,3,6,1356791746,1010910,3,7,0,0,0,0,0,0,0,0,1,0
localhost,534,308,0.125964,778,0.686375,405.388,590.622,3,6,1356791748,1010910,3,7,0,0,0,0,0,0,0,0,1,0
localhost,536,309,0.126923,780,0.687179,405.662,590.328,3,6,1356791750,1010910,3,7,0,0,0,0,0,0,0,0,1,0
localhost,538,310,0.126598,782,0.68798,405.934,590.037,3,6,1356791752,1010910,3,7,0,0,0,0,0,0,0,0,1,0
localhost,540,312,0.126276,784,0.688776,407.51,591.644,3,6,1356791755,1010913,3,7,0,0,0,0,0,0,0,0,1,0
localhost,542,313,0.125794,787,0.688691,407.258,591.351,3,6,1356791755,1010913,3,7,0,0,0,0,0,0,0,0,1,0
localhost,544,314,0.126743,789,0.68948,407.523,591.059,3,6,1356791757,1010913,3,6,0,0,0,1,0,0,0,0,1,0
localhost,546,315,0.126743,789,0.692015,408.821,590.769,3,6,1356791759,1010915,3,6,0,0,0,1,0,0,0,0,1,0
localhost,548,316,0.127686,791,0.692794,409.082,590.482,3,6,1356791761,1010915,3,6,0,0,0,1,0,0,0,0,1,0
localhost,550,317,0.127204,794,0.692695,408.826,590.196,3,6,1356791764,1010915,3,6,0,0,0,1,0,0,0,0,1,0
localhost,552,319,0.126884,796,0.693467,410.372,591.768,3,6,1356791766,1010915,3,6,0,0,0,1,0,0,0,0,1,0
localhost,554,320,0.126408,799,0.693367,410.113,591.48,3,6,1356791766,1010915,3,6,0,0,0,1,0,0,0,0,1,0
localhost,556,321,0.126092,801,0.694132,410.367,591.194,3,6,1356791769,1010915,3,6,0,0,0,1,0,0,0,0,1,0
localhost,558,322,0.126092,801,0.696629,411.645,590.91,3,6,1356791773,1010915,3,6,0,0,0,1,0,0,0,0,1,0
localhost,560,323,0.126708,805,0.695652,410.872,590.629,3,6,1356791776,1010915,3,6,0,0,0,1,0,0,0,0,1,0
localhost,562,324,0.127475,808,0.695545,410.614,590.349,3,6,1356791779,1010918,3,6,0,0,0,1,0,0,0,0,1,0
localhost,564,326,0.128237,811,0.695438,411.62,591.887,3,6,1356791779,1010920,3,6,0,0,0,1,0,0,0,0,1,0
localhost,566,327,0.128237,811,0.697904,412.883,591.604,3,6,1356791782,1010920,3,7,0,0,0,0,0,0,0,0,1,0
localhost,568,328,0.127607,815,0.696933,412.113,591.324,3,6,1356791784,1010920,3,6,0,0,0,1,0,0,0,0,1,0
localhost,570,329,0.128519,817,0.697674,412.357,591.046,3,6,1356791787,1010920,3,6,0,0,0,1,0,0,0,0,1,0
localhost,572,330,0.128205,819,0.698413,412.601,590.769,3,6,1356791789,1010920,3,6,0,0,0,1,0,0,0,0,1,0
localhost,574,331,0.127893,821,0.699147,412.843,590.495,3,6,1356791791,1010920,3,6,0,0,0,1,0,0,0,0,1,0
localhost,576,333,0.127582,823,0.699878,414.328,592,3,6,1356791793,1010922,3,6,0,0,0,1,0,0,0,0,1,0
localhost,578,334,0.127119,826,0.699758,414.063,591.723,3,6,1356791795,1010924,3,6,0,0,0,1,0,0,0,0,1,0
localhost,580,335,0.126812,828,0.700483,414.3,591.448,3,6,1356791797,1010925,3,6,0,0,0,1,0,0,0,0,1,0
localhost,582,336,0.126506,830,0.701205,414.535,591.175,3,6,1356791799,1010925,3,6,0,0,0,1,0,0,0,0,1,0
localhost,584,337,0.127404,832,0.701923,414.769,590.904,3,6,1356791801,1010925,3,6,0,0,0,1,0,0,0,0,1,0
localhost,586,338,0.127251,833,0.703481,415.501,590.635,3,6,1356791801,1010925,3,6,0,0,0,1,0,0,0,0,1,0
localhost,588,339,0.126946,835,0.704192,415.732,590.367,3,6,1356791803,1010925,3,5,0,0,0,2,0,0,0,0,1,0
localhost,590,341,0.128144,835,0.706587,418.184,591.837,3,6,1356791805,1010925,3,5,0,0,0,2,0,0,0,0,1,0
localhost,592,342,0.129032,837,0.707288,418.409,591.568,3,6,1356791807,1010925,3,5,0,0,0,2,0,0,0,0,1,0
localhost,594,343,0.129917,839,0.707986,418.632,591.3,3,6,1356791808,1010925,3,6,0,0,0,1,0,0,0,0,1,0
localhost,596,344,0.129608,841,0.70868,418.854,591.034,3,6,1356791809,1010925,3,6,0,0,0,1,0,0,0,0,1,0
localhost,598,345,0.129608,841,0.711058,420.071,590.769,3,6,1356791810,1010925,3,4,0,0,0,4,0,0,0,0,1,0
localhost,600,346,0.1293,843,0.711744,420.289,590.507,3,6,1356791812,1010930,3,5,0,0,0,4,0,0,0,0,1,0
localhost,602,348,0.128994,845,0.712426,421.718,591.947,3,6,1356791814,1010930,3,8,0,0,0,1,0,0,0,0,1,0
localhost,604,349,0.128842,846,0.713948,422.43,591.682,3,6,1356791816,1010930,3,8,0,0,0,1,0,0,0,0,1,0
localhost,606,350,0.129717,848,0.714623,422.642,591.419,3,6,1356791818,1010930,3,8,0,0,0,1,0,0,0,0,1,0
localhost,608,351,0.12926,851,0.714454,422.355,591.158,3,6,1356791822,1010930,3,8,0,0,0,1,0,0,0,0,1,0
localhost,610,352,0.128655,855,0.71345,421.577,590.898,3,6,1356791825,1010930,3,6,0,0,0,3,0,0,0,0,1,0
localhost,612,353,0.128355,857,0.714119,421.788,590.641,3,6,1356791828,1010930,3,6,0,0,0,3,0,0,0,0,1,0
localhost,614,355,0.127758,861,0.713124,422.207,592.052,3,6,1356791830,1010930,3,6,0,0,0,3,0,0,0,0,1,0
localhost,616,356,0.128621,863,0.713789,422.415,591.792,3,6,1356791830,1010930,3,8,0,0,0,1,0,0,0,0,1,0
localhost,618,357,0.128621,863,0.716107,423.601,591.534,3,6,1356791832,1010930,3,9,0,0,0,0,0,0,0,0,1,0
localhost,620,358,0.12948,865,0.716763,423.806,591.277,3,6,1356791834,1010930,3,8,0,0,0,1,0,0,0,0,1,0
localhost,622,359,0.131488,867,0.717416,424.009,591.023,3,6,1356791837,1010930,3,5,0,0,0,4,0,0,0,0,1,0
localhost,624,360,0.131185,869,0.718067,424.212,590.769,3,6,1356791837,1010930,3,5,0,0,0,4,0,0,0,0,1,0
localhost,626,362,0.131185,869,0.720368,426.568,592.153,3,6,1356791839,1010930,5,6,0,0,0,1,0,0,0,0,1,0
localhost,628,363,0.131881,872,0.720183,426.275,591.898,3,6,1356791844,1010930,3,5,0,0,0,5,0,0,0,0,1,0
localhost,630,364,0.131279,876,0.719178,425.498,591.644,3,6,1356791844,1010933,3,5,0,0,0,5,0,0,0,0,1,0
localhost,632,365,0.132118,878,0.719818,425.695,591.392,3,6,1356791846,1010935,3,5,0,0,0,5,0,0,0,0,1,0
localhost,634,366,0.133257,878,0.722096,426.861,591.142,3,6,1356791848,1010935,3,9,0,0,0,1,0,0,0,0,1,0
localhost,636,367,0.132804,881,0.721907,426.57,590.893,3,6,1356791850,1010935,3,5,0,0,0,5,0,0,0,0,1,0
localhost,638,369,0.132503,883,0.722537,427.923,592.251,3,6,1356791853,1010935,3,5,0,0,0,5,0,0,0,0,1,0
localhost,640,370,0.133333,885,0.723164,428.113,592,3,6,1356791853,1010935,3,5,0,0,0,5,0,0,0,0,1,0
localhost,642,371,0.133333,885,0.725424,429.27,591.751,3,6,1356791855,1010937,3,5,0,0,0,5,0,0,0,0,1,0
localhost,644,372,0.13416,887,0.726043,429.457,591.503,3,6,1356791860,1010938,3,5,0,0,0,5,0,0,0,0,1,0
localhost,646,373,0.133408,892,0.724215,428.197,591.257,3,6,1356791862,1010938,3,5,0,0,0,5,0,0,0,0,1,0
localhost,648,374,0.132961,895,0.724022,427.906,591.012,3,6,1356791862,1010939,3,4,0,0,0,3,0,0,3,0,1,0
localhost,650,375,0.132961,895,0.726257,429.05,590.769,3,6,1356791864,1010939,3,6,0,0,0,3,0,0,2,0,1,0
localhost,652,377,0.132664,897,0.726867,430.377,592.098,3,6,1356791866,1010940,3,5,0,0,0,0,0,0,6,0,1,0
localhost,654,378,0.132369,899,0.727475,430.558,591.853,3,6,1356791872,1010940,3,6,0,0,0,2,0,0,3,0,1,0
localhost,656,379,0.131637,904,0.725664,429.31,591.61,3,6,1356791872,1010940,3,4,0,0,0,0,0,0,7,0,1,0
localhost,658,380,0.131637,904,0.727876,430.442,591.368,3,6,1356791875,1010940,4,5,0,0,0,0,0,0,7,0,1,0
localhost,660,381,0.131057,908,0.726872,429.674,591.127,3,6,1356791879,1010940,3,5,0,0,0,0,0,0,8,0,1,0
localhost,662,382,0.130482,912,0.725877,428.912,590.888,3,6,1356791879,1010940,3,5,0,0,0,0,0,0,15,0,1,0
localhost,664,384,0.130862,917,0.7241,428.807,592.193,3,6,1356791890,1010941,3,9,0,0,0,1,0,0,9,0,1,0
localhost,666,385,0.130011,923,0.72156,427.129,591.952,3,6,1356791896,1010942,3,9,0,0,0,1,0,0,9,0,1,0
localhost,668,386,0.12931,928,0.719828,425.931,591.713,3,6,1356791899,1010945,3,9,0,0,0,0,0,0,10,0,1,0
localhost,670,387,0.130901,932,0.718884,425.202,591.475,3,6,1356791899,1010945,4,13,0,0,0,1,0,0,4,0,1,0
localhost,672,388,0.130621,934,0.719486,425.388,591.238,3,6,1356791902,1010945,3,10,0,0,0,2,0,1,4,0,1,0
localhost,674,389,0.130621,934,0.721627,426.484,591.003,3,6,1356791904,1010945,3,9,0,0,0,0,0,0,6,0,1,0
localhost,676,391,0.130203,937,0.721451,427.304,592.284,3,6,1356791907,1010945,4,8,0,0,0,0,0,0,6,0,1,0
localhost,678,392,0.129925,939,0.722045,427.485,592.047,3,6,1356791908,1010945,3,8,0,0,0,0,0,0,7,0,1,0
localhost,680,393,0.129649,941,0.722635,427.664,591.812,3,6,1356791910,1010945,3,8,0,0,0,0,0,0,6,0,1,0
localhost,682,394,0.131495,943,0.723224,427.843,591.578,3,6,1356791912,1010945,4,9,0,0,0,4,0,0,0,0,1,0
localhost,684,395,0.132275,945,0.72381,428.021,591.345,3,6,1356791915,1010945,3,9,0,0,0,1,0,0,4,0,1,0
localhost,686,396,0.131996,947,0.724393,428.199,591.114,3,6,1356791915,1010945,3,9,0,0,0,4,0,0,1,0,1,0
localhost,688,398,0.131718,949,0.724974,429.454,592.372,3,6,1356791916,1010945,3,9,0,0,0,0,0,0,5,0,1,0
localhost,690,399,0.131718,949,0.727081,430.533,592.139,3,6,1356791918,1010945,4,9,0,0,0,0,0,0,4,0,1,0
localhost,692,400,0.132492,951,0.727655,430.705,591.908,3,6,1356791920,1010946,3,9,0,0,0,4,0,1,0,0,1,0
localhost,694,401,0.132214,953,0.728227,430.875,591.677,3,6,1356791925,1010947,3,8,0,0,0,2,0,0,3,0,1,0
localhost,696,402,0.131661,957,0.727273,430.144,591.448,3,6,1356791925,1010948,3,8,0,0,0,2,0,0,3,0,1,0
localhost,698,403,0.131387,959,0.727842,430.315,591.221,3,6,1356791927,1010948,3,8,0,0,0,2,0,0,3,0,1,0
localhost,700,404,0.131387,959,0.729927,431.383,590.994,3,6,1356791929,1010948,3,8,0,0,0,0,0,0,5,0,1,0
localhost,702,406,0.130977,962,0.72973,432.166,592.228,3,6,1356791931,1010950,3,9,0,0,0,3,0,0,1,0,1,0
localhost,704,407,0.131743,964,0.73029,432.332,592,3,6,1356791934,1010950,3,9,0,0,0,3,0,0,1,0,1,0
localhost,706,408,0.13147,966,0.730849,432.497,591.773,3,6,1356791936,1010950,3,9,0,0,0,4,0,0,0,0,1,0
localhost,708,409,0.131063,969,0.73065,432.215,591.548,3,6,1356791939,1010950,3,9,0,0,0,4,0,0,0,0,1,0
localhost,710,410,0.130793,971,0.731205,432.379,591.324,3,6,1356791941,1010950,3,8,0,0,0,4,0,0,1,0,1,0
localhost,712,411,0.130524,973,0.731757,432.543,591.101,3,6,1356791941,1010950,3,9,0,0,0,0,0,0,0,0,1,0
localhost,714,413,0.130524,973,0.733813,434.647,592.314,3,6,1356791944,1010950,3,9,0,0,0,0,0,0,0,0,1,0
localhost,716,414,0.130123,976,0.733607,434.361,592.089,3,6,1356791947,1010950,3,9,0,0,0,0,0,0,0,0,1,0
localhost,718,415,0.129724,979,0.733401,434.076,591.866,3,6,1356791949,1010950,3,9,0,0,0,0,0,0,0,0,1,0
localhost,720,416,0.12946,981,0.733945,434.234,591.644,3,6,1356791951,1010953,3,9,0,0,0,0,0,0,0,0,1,0
localhost,722,417,0.129196,983,0.734486,434.393,591.424,3,6,1356791951,1010954,3,9,0,0,0,0,0,0,0,0,1,0
localhost,724,418,0.129065,984,0.735772,434.992,591.204,3,6,1356791953,1010955,3,9,0,0,0,0,0,0,0,0,1,0
localhost,726,420,0.129817,986,0.736308,436.187,592.397,3,6,1356791956,1010955,3,9,0,0,0,0,0,0,0,0,1,0
localhost,728,421,0.129555,988,0.736842,436.34,592.176,3,6,1356791958,1010955,3,9,0,0,0,0,0,0,0,0,1,0
localhost,730,422,0.131181,991,0.73663,436.052,591.956,3,6,1356791961,1010955,3,9,0,0,0,0,0,0,0,0,1,0
localhost,732,423,0.131658,995,0.735678,435.329,591.738,3,6,1356791963,1010955,3,9,0,0,0,0,0,0,0,0,1,0
localhost,734,424,0.132663,995,0.737688,436.358,591.52,3,6,1356791965,1010955,3,9,0,0,0,0,0,0,0,0,1,0
localhost,736,425,0.1334,997,0.738215,436.51,591.304,3,6,1356791968,1010955,3,9,0,0,0,0,0,0,0,0,1,0
localhost,738,427,0.133,1000,0.738,437.248,592.477,3,6,1356791970,1010955,3,9,0,0,0,0,0,0,0,0,1,0
localhost,740,428,0.133733,1002,0.738523,437.397,592.259,3,6,1356791972,1010955,3,9,0,0,0,0,0,0,0,0,1,0
localhost,742,429,0.133466,1004,0.739044,437.546,592.043,3,6,1356791974,1010956,3,9,0,0,0,0,0,0,0,0,1,0
localhost,744,430,0.134195,1006,0.739563,437.694,591.828,3,6,1356791976,1011000,3,9,0,0,0,0,0,0,0,0,1,0
localhost,746,431,0.135913,1008,0.740079,437.841,591.614,3,6,1356791978,1011000,3,9,0,0,0,0,0,0,0,0,1,0
localhost,748,432,0.135644,1010,0.740594,437.988,591.401,3,6,1356791980,1011000,3,9,0,0,0,0,0,0,0,0,1,0
localhost,750,434,0.135375,1012,0.741107,439.146,592.555,3,6,1356791980,1011000,3,9,0,0,0,0,0,0,0,0,1,0
localhost,752,435,0.136364,1012,0.743083,440.158,592.34,3,6,1356791984,1011000,3,9,0,0,0,0,0,0,0,0,1,0
localhost,754,436,0.135693,1017,0.741396,439.001,592.127,3,6,1356791986,1011000,3,9,0,0,0,0,0,0,0,0,1,0
localhost,756,437,0.135427,1019,0.741904,439.144,591.915,3,6,1356791986,1011000,3,9,0,0,0,0,0,0,0,0,1,0
localhost,758,438,0.136408,1019,0.743867,440.149,591.704,3,6,1356791989,1011000,3,9,0,0,0,0,0,0,0,0,1,0
localhost,760,439,0.136141,1021,0.744368,440.29,591.495,3,6,1356791991,1011000,3,9,0,0,0,0,0,0,0,0,1,0
localhost,762,440,0.135875,1023,0.744868,440.43,591.286,3,6,1356791993,1011000,3,9,0,0,0,0,0,0,0,0,1,0
localhost,764,442,0.13561,1025,0.745366,441.569,592.419,3,6,1356791995,1011000,3,9,0,0,0,0,0,0,0,0,1,0
localhost,766,443,0.136319,1027,0.745862,441.706,592.209,3,6,1356791997,1011000,3,9,0,0,0,0,0,0,0,0,1,0
localhost,768,444,0.136054,1029,0.746356,441.843,592,3,6,1356791999,1011000,3,9,0,0,0,0,0,0,0,0,1,0
localhost,770,445,0.13579,1031,0.746848,441.979,591.792,3,6,1356791999,1011000,3,9,0,0,0,0,0,0,0,0,1,0
localhost,772,446,0.13579,1031,0.748788,442.972,591.585,3,6,1356792001,1011003,3,9,0,0,0,0,0,0,0,0,1,0
localhost,774,447,0.135528,1033,0.749274,443.106,591.38,3,6,1356792003,1011005,3,9,0,0,0,0,0,0,0,0,1,0
